laetitia.hoarau@epfl.ch,"Sunset Blvd.",04/03/13,2
chantal.du.descamps@epfl.ch,"Raiders of the Lost Ark",04/04/16,3
rene.ferreira@epfl.ch,"Fanny and Alexander",04/04/16,2
chantal.roche@epfl.ch,"The Godfather",04/05/00,1
david-tristan.diaz@epfl.ch,"The Night of the Hunter",04/05/05,2
guillaume.hamel@epfl.ch,"Chinatown",04/05/11,3
alfred.cohen@epfl.ch,"Schindler's List",04/05/14,1
lucas.le.gall@epfl.ch,"Metropolis",04/06/01,1
christiane.baron@epfl.ch,"The Shawshank Redemption",04/06/08,3
jeannine.toussaint-masson@epfl.ch,"Seven Samurai",04/06/10,5
alphonse-paul.pages@epfl.ch,"Psycho",04/07/02,3
dorothee.lesage@epfl.ch,"The 400 Blows",04/07/06,5
francoise.de.la.blot@epfl.ch,"Spirited Away",04/07/08,3
stephane.allard@epfl.ch,"Star Wars: Episode V - The Empire Strikes Back",04/08/06,4
sabine.guillot@epfl.ch,"The Third Man",04/08/11,2
christophe.raynaud@epfl.ch,"The Wages of Fear",04/08/11,4
andre.guillon@epfl.ch,"Sunset Blvd.",04/09/10,1
maurice.diallo-masse@epfl.ch,"One Flew Over the Cuckoo's Nest",04/09/12,3
corinne-adrienne.klein@epfl.ch,"Seven Samurai",04/09/15,5
clemence-therese.joubert@epfl.ch,"The Night of the Hunter",04/10/08,1
sylvie.carpentier@epfl.ch,"12 Angry Men",04/10/15,4
susanne.barthelemy@epfl.ch,"Tokyo Story",04/10/16,3
lucas.le.gall@epfl.ch,"Fanny and Alexander",04/11/15,1
adele.arnaud-charrier@epfl.ch,"Metropolis",04/12/02,2
louis.rodriguez@epfl.ch,"Vertigo",04/12/11,1
josette.parent@epfl.ch,"The Third Man",05/01/00,4
arnaude.guyon@epfl.ch,"M",05/01/03,2
celine.leroy@epfl.ch,"Double Indemnity",05/01/07,2
christophe.raynaud@epfl.ch,"Casablanca",05/01/14,1
alfred.mahe@epfl.ch,"The Godfather",05/02/08,3
jacques.cohen@epfl.ch,"The Dark Knight",05/02/13,2
sylvie.carpentier@epfl.ch,"Citizen Kane",05/02/16,2
raymond.rousset@epfl.ch,"Casablanca",05/03/03,2
marianne-elisabeth.gautier@epfl.ch,"On the Waterfront",05/03/12,5
gerard.charrier.le.vaillant@epfl.ch,"Once Upon a Time in the West",05/03/13,1
nathalie.legendre.le.gaudin@epfl.ch,"Rear Window",05/04/00,2
arnaude.humbert-hardy@epfl.ch,"Metropolis",05/04/02,2
raymond.rousset@epfl.ch,"Raging Bull",05/04/05,1
emile.marechal-lopez@epfl.ch,"Raging Bull",05/04/08,2
corinne.de.masson@epfl.ch,"Raging Bull",05/04/15,4
raymond.lecoq-lopes@epfl.ch,"One Flew Over the Cuckoo's Nest",05/04/15,1
joseph.perrier-klein@epfl.ch,"Paths of Glory",05/05/02,4
sabine.le.roux-marion@epfl.ch,"Bicycle Thieves",05/05/08,2
arnaude.humbert-hardy@epfl.ch,"The Godfather: Part II",05/05/11,3
joseph.colas@epfl.ch,"Lawrence of Arabia",05/06/01,4
paul.potier@epfl.ch,"Star Wars: Episode IV - A New Hope",05/06/12,5
christiane.baron@epfl.ch,"Singin' in the Rain",05/06/15,5
auguste-jacques.charles@epfl.ch,"Bicycle Thieves",05/07/03,1
xavier.de.legros@epfl.ch,"Vertigo",05/07/07,3
francois.de.leblanc@epfl.ch,"All About Eve",05/08/01,5
lucas.etienne@epfl.ch,"M",05/08/02,3
patrick.le.lopez@epfl.ch,"The Third Man",05/09/02,2
chantal.du.descamps@epfl.ch,"12 Angry Men",05/09/03,4
elise.guillet-lagarde@epfl.ch,"The Godfather: Part II",05/09/04,2
laetitia.lucas-laurent@epfl.ch,"North by Northwest",05/09/08,2
theodore.sanchez-chevallier@epfl.ch,"Pulp Fiction",05/09/11,4
robert-edouard.boulanger@epfl.ch,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",05/09/12,5
capucine.ferreira@epfl.ch,"Lawrence of Arabia",05/09/13,5
chantal.du.descamps@epfl.ch,"Tokyo Story",05/10/01,3
robert.aubry@epfl.ch,"City Lights",05/10/05,1
paul.potier@epfl.ch,"Ikiru",05/10/14,3
marc.mendes@epfl.ch,"M",05/10/14,4
manon.chevallier@epfl.ch,"Casablanca",05/10/16,2
louis.rodriguez@epfl.ch,"The Godfather: Part II",05/12/05,2
thibault.david@epfl.ch,"Spirited Away",06/01/00,1
emmanuelle-amelie.simon@epfl.ch,"One Flew Over the Cuckoo's Nest",06/01/03,4
zacharie.dupuy-laroche@epfl.ch,"The Night of the Hunter",06/01/05,4
alphonse-paul.pages@epfl.ch,"Schindler's List",06/01/10,2
david-tristan.diaz@epfl.ch,"Psycho",06/01/11,5
theodore.du.mahe@epfl.ch,"The Night of the Hunter",06/01/13,3
monique.joly@epfl.ch,"Star Wars: Episode IV - A New Hope",06/02/03,4
lucas.etienne@epfl.ch,"Taxi Driver",06/02/07,1
anastasie.legendre-bouvier@epfl.ch,"Rear Window",06/02/08,1
celine.leroy@epfl.ch,"Vertigo",06/02/13,2
richard.launay@epfl.ch,"Sunrise",06/03/02,1
david.nicolas-martin@epfl.ch,"Taxi Driver",06/03/05,5
richard.payet@epfl.ch,"Raiders of the Lost Ark",06/03/11,3
theophile.leconte@epfl.ch,"North by Northwest",06/03/14,4
bernadette.bonneau@epfl.ch,"The 400 Blows",06/04/10,4
marthe.duhamel@epfl.ch,"The Godfather",06/04/11,5
emilie-agathe.robin@epfl.ch,"Casablanca",06/04/11,1
laurence.rousseau@epfl.ch,"All About Eve",06/05/03,4
alfred.buisson@epfl.ch,"Spirited Away",06/05/05,2
rene.lecomte@epfl.ch,"Tokyo Story",06/05/15,4
marcelle.marty-millet@epfl.ch,"Singin' in the Rain",06/06/09,3
robert-edouard.boulanger@epfl.ch,"Lawrence of Arabia",06/06/11,2
thierry.fabre@epfl.ch,"North by Northwest",06/06/11,5
thibault.girard@epfl.ch,"The Third Man",06/06/16,4
stephane.allard@epfl.ch,"The Night of the Hunter",06/07/04,5
margaux.hubert.le.aubert@epfl.ch,"Schindler's List",06/07/07,1
corinne.de.masson@epfl.ch,"The Night of the Hunter",06/08/00,4
sabine.guillot@epfl.ch,"Goodfellas",06/08/04,5
philippine.rocher@epfl.ch,"Double Indemnity",06/08/04,5
juliette.turpin@epfl.ch,"One Flew Over the Cuckoo's Nest",06/08/06,3
luc.de.la.letellier@epfl.ch,"Tokyo Story",06/08/09,2
laetitia.hoarau@epfl.ch,"All About Eve",06/09/01,1
patricia-mathilde.richard@epfl.ch,"Spirited Away",06/09/08,4
claudine.clement@epfl.ch,"Once Upon a Time in the West",06/09/10,1
auguste-jacques.charles@epfl.ch,"Fanny and Alexander",06/10/04,2
isaac.lemaire.le.alexandre@epfl.ch,"Singin' in the Rain",06/11/04,4
remy.lombard@epfl.ch,"Casablanca",06/11/10,5
chantal.roche@epfl.ch,"The Godfather: Part II",06/11/15,1
chantal.du.descamps@epfl.ch,"Vertigo",06/12/00,5
guy.regnier@epfl.ch,"The Dark Knight",06/12/06,1
suzanne.picard.de.la.thomas@epfl.ch,"Lawrence of Arabia",06/12/10,1
philippine.rocher@epfl.ch,"One Flew Over the Cuckoo's Nest",06/12/15,5
suzanne.guyot.du.lucas@epfl.ch,"Rear Window",06/12/15,3
michelle.le.levy@epfl.ch,"The Good, the Bad and the Ugly",07/01/07,5
alfred.mahe@epfl.ch,"The Shawshank Redemption",07/01/12,3
guy.regnier@epfl.ch,"Once Upon a Time in the West",07/01/13,2
roger.cohen@epfl.ch,"Raiders of the Lost Ark",07/02/09,3
michelle.le.levy@epfl.ch,"Psycho",07/02/10,2
margaret.torres@epfl.ch,"Tokyo Story",07/03/06,4
jerome.dufour@epfl.ch,"Singin' in the Rain",07/03/09,4
claude.foucher@epfl.ch,"Pulp Fiction",07/03/16,4
paul.buisson@epfl.ch,"Taxi Driver",07/04/08,3
gregoire.bousquet.le.hoarau@epfl.ch,"Fanny and Alexander",07/05/00,3
vincent.guichard@epfl.ch,"Star Wars: Episode IV - A New Hope",07/05/02,1
victor.courtois@epfl.ch,"Singin' in the Rain",07/05/05,2
frederique.besson@epfl.ch,"The Good, the Bad and the Ugly",07/05/10,4
frederique.besson@epfl.ch,"Star Wars: Episode IV - A New Hope",07/05/12,2
jean.roux@epfl.ch,"The Shawshank Redemption",07/05/14,5
hugues.remy@epfl.ch,"City Lights",07/05/16,5
margaux.hubert.le.aubert@epfl.ch,"Metropolis",07/06/07,2
yves.gomes@epfl.ch,"The Night of the Hunter",07/06/11,2
valentine.pichon@epfl.ch,"Fanny and Alexander",07/06/11,3
jean-matthieu.launay@epfl.ch,"Paths of Glory",07/07/03,1
stephane.boyer@epfl.ch,"Schindler's List",07/07/12,3
marine.levy@epfl.ch,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",07/07/15,1
emmanuelle.du.nicolas@epfl.ch,"It's a Wonderful Life",07/07/15,4
marine.levy@epfl.ch,"Casablanca",07/08/04,3
celine.leroy@epfl.ch,"Sunset Blvd.",07/08/05,2
isaac.lemaire.le.alexandre@epfl.ch,"Paths of Glory",07/08/09,2
aime.poirier@epfl.ch,"Star Wars: Episode IV - A New Hope",07/09/10,5
victor.courtois@epfl.ch,"Psycho",07/10/00,2
theophile-thibaut.guillaume@epfl.ch,"The Good, the Bad and the Ugly",07/10/06,1
sophie.perrier@epfl.ch,"Citizen Kane",07/10/07,1
jean.roux@epfl.ch,"Modern Times",07/10/10,3
claude.foucher@epfl.ch,"One Flew Over the Cuckoo's Nest",07/10/15,3
alfred.cohen@epfl.ch,"The Dark Knight",07/11/05,4
juliette.turpin@epfl.ch,"The 400 Blows",07/11/08,2
benoit.payet@epfl.ch,"Schindler's List",07/11/15,2
theophile.reynaud.le.neveu@epfl.ch,"The Good, the Bad and the Ugly",07/12/04,3
julien.colin@epfl.ch,"Star Wars: Episode IV - A New Hope",07/12/11,1
theodore.sanchez-chevallier@epfl.ch,"M",07/12/15,3
patricia.pires@epfl.ch,"Pulp Fiction",07/12/16,5
dorothee.nguyen-martinez@epfl.ch,"Double Indemnity",08/01/02,1
alexandre.rey@epfl.ch,"Once Upon a Time in the West",08/01/09,1
margaux.humbert-lemoine@epfl.ch,"Paths of Glory",08/01/13,2
suzanne.picard.de.la.thomas@epfl.ch,"Fanny and Alexander",08/02/11,3
pierre.de.la.simon@epfl.ch,"The Good, the Bad and the Ugly",08/02/12,5
emile.valette@epfl.ch,"The Night of the Hunter",08/02/16,4
emmanuelle.jacques@epfl.ch,"Psycho",08/03/02,3
lucy.lagarde.de.la.gilles@epfl.ch,"Tokyo Story",08/03/09,4
suzanne.du.gillet@epfl.ch,"On the Waterfront",08/04/00,3
maryse.maurice@epfl.ch,"Bicycle Thieves",08/04/02,5
patricia.pires@epfl.ch,"Chinatown",08/04/03,3
emilie-agathe.robin@epfl.ch,"The Godfather",08/04/16,3
maurice.diallo-masse@epfl.ch,"Double Indemnity",08/05/03,3
emile.adam-becker@epfl.ch,"Pulp Fiction",08/05/08,5
andre.guillon@epfl.ch,"Goodfellas",08/05/10,2
sylvie.thierry@epfl.ch,"Seven Samurai",08/05/11,5
lucas.etienne@epfl.ch,"Lawrence of Arabia",08/05/12,5
guillaume.hamel@epfl.ch,"On the Waterfront",08/05/12,5
emmanuelle.du.nicolas@epfl.ch,"M",08/05/13,1
laurent.dos.santos@epfl.ch,"Bicycle Thieves",08/05/16,3
raymond.rousset@epfl.ch,"The Night of the Hunter",08/06/01,1
noemi.grondin@epfl.ch,"North by Northwest",08/07/01,1
adrienne.adam@epfl.ch,"Citizen Kane",08/07/02,1
marthe.gomez@epfl.ch,"Goodfellas",08/07/02,4
emmanuelle.bertin-maillot@epfl.ch,"It's a Wonderful Life",08/08/16,3
aime.remy@epfl.ch,"The Third Man",08/08/16,5
auguste.fouquet@epfl.ch,"Raging Bull",08/09/00,5
margot.didier@epfl.ch,"Metropolis",08/09/04,1
michel.langlois.du.alves@epfl.ch,"Lawrence of Arabia",08/10/08,2
michelle.le.levy@epfl.ch,"Sunset Blvd.",08/11/01,4
emile.valette@epfl.ch,"Psycho",08/12/00,5
margot.moreno@epfl.ch,"Sunset Blvd.",08/12/01,3
laetitia.lucas-laurent@epfl.ch,"Raiders of the Lost Ark",08/12/05,2
thierry.fabre@epfl.ch,"Chinatown",08/12/08,2
emile.marechal-lopez@epfl.ch,"The Third Man",08/12/14,1
margaret.torres@epfl.ch,"The Wages of Fear",08/12/16,1
christophe.raynaud@epfl.ch,"Double Indemnity",09/01/01,2
david.nicolas-martin@epfl.ch,"Raging Bull",09/01/12,3
margaux.humbert-lemoine@epfl.ch,"Casablanca",09/01/16,4
raymond.lecoq-lopes@epfl.ch,"The Godfather: Part II",09/02/02,3
pierre.de.la.simon@epfl.ch,"The Night of the Hunter",09/02/04,1
constance.lucas-buisson@epfl.ch,"Ikiru",09/02/06,3
claire.devaux@epfl.ch,"Star Wars: Episode V - The Empire Strikes Back",09/02/13,3
eugene.bonnin-delaunay@epfl.ch,"Schindler's List",09/03/02,2
alexandre.rey@epfl.ch,"Rashomon",09/03/09,4
patricia.pires@epfl.ch,"12 Angry Men",09/03/10,1
adele.arnaud-charrier@epfl.ch,"M",09/03/16,4
paul.turpin@epfl.ch,"The Shawshank Redemption",09/04/03,5
monique.joly@epfl.ch,"Star Wars: Episode V - The Empire Strikes Back",09/04/04,3
francoise.de.la.blot@epfl.ch,"Singin' in the Rain",09/04/08,4
dorothee.nguyen-martinez@epfl.ch,"The Shawshank Redemption",09/05/00,2
dorothee.lesage@epfl.ch,"Lawrence of Arabia",09/05/16,5
jacqueline.lebon-pascal@epfl.ch,"It's a Wonderful Life",09/06/10,2
alphonse-paul.pages@epfl.ch,"The Godfather",09/07/00,2
theophile.leconte@epfl.ch,"Lawrence of Arabia",09/07/03,5
benjamin.allain-merle@epfl.ch,"The 400 Blows",09/07/08,2
cecile.raynaud-poirier@epfl.ch,"City Lights",09/07/10,3
thomas.leduc-morvan@epfl.ch,"Metropolis",09/07/11,3
laurence.rousseau@epfl.ch,"Apocalypse Now",09/07/14,3
susanne.jacob-turpin@epfl.ch,"Raiders of the Lost Ark",09/07/16,3
laetitia.lucas-laurent@epfl.ch,"Taxi Driver",09/08/07,4
margot.moreno@epfl.ch,"Citizen Kane",09/08/15,4
sophie.perrier@epfl.ch,"Singin' in the Rain",09/08/16,5
marthe.duhamel@epfl.ch,"All About Eve",09/09/00,1
donald.trump@whitehouse.gov,"North by Northwest",09/09/11,4
gregoire.bousquet.le.hoarau@epfl.ch,"Rashomon",09/09/12,4
luc.de.la.letellier@epfl.ch,"Seven Samurai",09/10/03,3
andre.guillon@epfl.ch,"Pulp Fiction",09/11/08,1
bertrand.dupont@epfl.ch,"The Dark Knight",09/11/13,2
elisabeth.de.nguyen@epfl.ch,"Fanny and Alexander",09/12/00,1
noemi.grondin@epfl.ch,"Rear Window",09/12/09,1
monique.joly@epfl.ch,"Ikiru",10/01/04,2
timothee-hugues.chauveau@epfl.ch,"Modern Times",10/01/08,1
ines.maillard@epfl.ch,"Citizen Kane",10/02/01,4
alfred.cohen@epfl.ch,"Ikiru",10/02/05,1
theophile.reynaud.le.neveu@epfl.ch,"2001: A Space Odyssey",10/02/12,1
astrid.faivre@epfl.ch,"Goodfellas",10/03/01,2
stephane.gomes@epfl.ch,"Rear Window",10/03/02,5
sebastien.costa@epfl.ch,"M",10/03/08,1
michel.langlois.du.alves@epfl.ch,"On the Waterfront",10/03/15,3
benoit.payet@epfl.ch,"All About Eve",10/03/15,2
emmanuelle.francois-delaunay@epfl.ch,"2001: A Space Odyssey",10/04/03,4
remy.meyer@epfl.ch,"The Dark Knight",10/04/05,3
lucas.le.gall@epfl.ch,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",10/04/05,3
michelle.de.denis@epfl.ch,"One Flew Over the Cuckoo's Nest",10/05/01,5
louis.rodriguez@epfl.ch,"Fanny and Alexander",10/05/08,3
lorraine.parent.le.lesage@epfl.ch,"The Wages of Fear",10/05/13,2
alfred.mahe@epfl.ch,"Tokyo Story",10/05/13,4
claudine.pierre@epfl.ch,"Star Wars: Episode IV - A New Hope",10/05/14,3
margaux.hubert.le.aubert@epfl.ch,"Pulp Fiction",10/06/03,1
elise.guillet-lagarde@epfl.ch,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",10/06/08,5
laure.allain.du.maillot@epfl.ch,"One Flew Over the Cuckoo's Nest",10/06/10,1
sabine-maggie.riou@epfl.ch,"Singin' in the Rain",10/06/15,2
sabine.guillot@epfl.ch,"Pulp Fiction",10/07/02,4
sophie.perrier@epfl.ch,"The Godfather",10/07/04,2
martine-victoire.tessier@epfl.ch,"The Good, the Bad and the Ugly",10/07/11,1
benoit.payet@epfl.ch,"Citizen Kane",10/08/04,1
adelaide.du.lagarde@epfl.ch,"Seven Samurai",10/08/05,3
veronique.mathieu@epfl.ch,"Apocalypse Now",10/08/06,1
jerome.dufour@epfl.ch,"Tokyo Story",10/08/09,4
adrien.foucher@epfl.ch,"Citizen Kane",10/09/01,5
maurice.diallo-masse@epfl.ch,"Tokyo Story",10/09/07,1
laure.allain.du.maillot@epfl.ch,"Fanny and Alexander",10/10/15,2
suzanne.du.gillet@epfl.ch,"Fanny and Alexander",10/10/15,5
alfred.cohen@epfl.ch,"The Third Man",10/12/05,1
benjamin.allain-merle@epfl.ch,"Apocalypse Now",10/12/12,2
bertrand.dupont@epfl.ch,"Star Wars: Episode V - The Empire Strikes Back",10/12/14,2
alexandria.nguyen@epfl.ch,"Raiders of the Lost Ark",11/01/13,3
francoise.de.la.blot@epfl.ch,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",11/01/13,3
valentine.pichon@epfl.ch,"All About Eve",11/01/14,2
veronique.mathieu@epfl.ch,"Raging Bull",11/02/01,4
sabine.guillot@epfl.ch,"Apocalypse Now",11/02/06,1
lorraine.parent.le.lesage@epfl.ch,"Sunset Blvd.",11/02/15,1
richard.le.goff.de.la.briand@epfl.ch,"The Godfather",11/03/12,1
marthe.duhamel@epfl.ch,"City Lights",11/04/00,5
jeanne.de.jacquet@epfl.ch,"It's a Wonderful Life",11/04/03,1
manon.chevallier@epfl.ch,"Vertigo",11/04/10,5
corinne.de.masson@epfl.ch,"The Godfather",11/04/10,3
noemi.grondin@epfl.ch,"The Night of the Hunter",11/04/13,3
zoe-lucie.lemoine@epfl.ch,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",11/05/05,1
mathilde.paul@epfl.ch,"Rashomon",11/05/07,3
sylvie.carpentier@epfl.ch,"Star Wars: Episode IV - A New Hope",11/06/03,3
valerie.de.nicolas@epfl.ch,"Sunrise",11/06/05,5
daniel.cohen@epfl.ch,"The Night of the Hunter",11/06/10,4
richard.le.goff.de.la.briand@epfl.ch,"Bicycle Thieves",11/06/11,3
robert.regnier@epfl.ch,"Sunset Blvd.",11/07/01,5
veronique.mathieu@epfl.ch,"Bicycle Thieves",11/07/12,5
suzanne.guyot.du.lucas@epfl.ch,"Modern Times",11/08/00,2
laurent.dos.santos@epfl.ch,"The Dark Knight",11/08/02,3
eleonore.hebert-petit@epfl.ch,"Lawrence of Arabia",11/08/07,3
patricia-mathilde.richard@epfl.ch,"Ikiru",11/08/11,4
chantal.du.descamps@epfl.ch,"Rear Window",11/08/15,1
valentine.pichon@epfl.ch,"The Shawshank Redemption",11/09/01,5
laetitia.hoarau@epfl.ch,"Pulp Fiction",11/09/07,3
suzanne.bousquet@epfl.ch,"Fanny and Alexander",11/09/10,3
gregoire.bousquet.le.hoarau@epfl.ch,"The Shawshank Redemption",11/09/13,2
eugene.bonnin-delaunay@epfl.ch,"M",11/09/13,3
